name,reg_no,cgpa
Littie,REG093991,2.54
Patti,REG093992,1.73
Theola,REG093993,2.73
Alva,REG093994,4.15
Piccola,REG093995,1.73
Myrl,REG093996,2.00
Josephine,REG093997,1.73
Valentino,REG093998,1.73
Chancey,REG093999,1.73
Margaret,REG094000,7.97
Obie,REG094001,2.12
Berneda,REG094002,2.00
Lemon,REG094003,2.47
Dee,REG094004,2.47
Roseanna,REG094005,2.84
Adela,REG094006,3.40
Julia,REG094007,6.71
Pearle,REG094008,3.60
Wilma,REG094009,6.03
Ruel,REG094010,1.73
Rodney,REG094011,2.93
Ananias,REG094012,1.73
Marylou,REG094013,2.61
Vella,REG094014,2.84
Bruno,REG094015,3.17
Katie,REG094016,6.02
Beatrice,REG094017,7.00
David,REG094018,6.67
Vernie,REG094019,2.54
Clint,REG094020,3.02
Lonnie,REG094021,3.45
Fronie,REG094022,2.39
Melvina,REG094023,2.98
Kizzie,REG094024,2.61
Jean,REG094025,3.94
Doctor,REG094026,2.39
Emmitt,REG094027,3.31
Elbert,REG094028,5.08
Verma,REG094029,1.87
Wm,REG094030,3.37
Conway,REG094031,1.87
Rafaela,REG094032,1.73
Odessa,REG094033,2.84
Araminta,REG094034,1.73
Almond,REG094035,1.73
Haley,REG094036,2.00
Maebelle,REG094037,2.22
Lillie,REG094038,1.73
Ellsworth,REG094039,2.73
Lora,REG094040,4.77
Robert,REG094041,2.78
Hillary,REG094042,1.73
Clarice,REG094043,2.89
Walter,REG094044,2.47
Nevada,REG094045,2.78
Ruby,REG094046,1.73
Elena,REG094047,2.31
Otelia,REG094048,2.67
Harper,REG094049,1.73
Dessa,REG094050,2.54
Isabel,REG094051,5.88
Dicy,REG094052,1.73
Lulu,REG094053,5.23
Kathryn,REG094054,5.56
Estell,REG094055,3.99
Giles,REG094056,1.87
Julia,REG094057,1.73
Osie,REG094058,2.31
Fannie,REG094059,6.75
Eunice,REG094060,5.03
Clair,REG094061,2.12
Curley,REG094062,2.47
Albirtha,REG094063,1.73
Prudie,REG094064,2.00
Bell,REG094065,3.81
Reed,REG094066,2.84
Ephriam,REG094067,1.73
Lou,REG094068,2.47
Pilar,REG094069,2.00
Murray,REG094070,3.60
Celina,REG094071,2.39
Dewey,REG094072,4.27
Azalee,REG094073,2.31
Lois,REG094074,2.12
Burnett,REG094075,1.73
Lovell,REG094076,1.73
Gerda,REG094077,1.87
Dena,REG094078,3.31
Otho,REG094079,2.84
Josiah,REG094080,2.39
Kelly,REG094081,2.54
Ferman,REG094082,1.73
Mitchell,REG094083,3.37
Allie,REG094084,3.02
Jim,REG094085,1.87
Mathis,REG094086,1.73
Arminta,REG094087,2.22
Sophie,REG094088,5.57
Buena,REG094089,2.00
Algie,REG094090,2.12
Zettie,REG094091,2.84
Anson,REG094092,1.87
Ether,REG094093,2.47
Donnie,REG094094,2.39
Elinor,REG094095,4.59
Orval,REG094096,2.54
Bart,REG094097,1.87
Mercy,REG094098,2.00
Fayette,REG094099,2.00
Robin,REG094100,1.87
Rowena,REG094101,3.53
Jean,REG094102,6.96
Sherman,REG094103,4.21
Francisca,REG094104,3.60
Victor,REG094105,5.01
Luceal,REG094106,1.87
Emory,REG094107,3.62
Macy,REG094108,1.73
Marcella,REG094109,2.89
Sebron,REG094110,1.73
Max,REG094111,4.15
Thurman,REG094112,2.98
Tolbert,REG094113,1.87
Rachael,REG094114,2.89
Dolly,REG094115,4.47
Vena,REG094116,3.28
Bedford,REG094117,1.87
Sigurd,REG094118,2.22
Phebe,REG094119,2.78
Katharina,REG094120,1.73
Vernetta,REG094121,2.00
Geneva,REG094122,4.59
Van,REG094123,3.34
Merril,REG094124,2.12
Dell,REG094125,2.54
Elijah,REG094126,3.97
Mata,REG094127,1.73
Earnie,REG094128,2.00
Hattie,REG094129,1.87
Clover,REG094130,2.00
Junior,REG094131,3.21
Jodie,REG094132,1.87
Oron,REG094133,1.73
Monnie,REG094134,2.61
Arno,REG094135,2.00
Dovie,REG094136,3.99
Maybelle,REG094137,4.49
Dillard,REG094138,2.78
Walden,REG094139,1.73
Randall,REG094140,2.00
Enos,REG094141,3.10
Gladyce,REG094142,3.17
Gusta,REG094143,2.22
Myrl,REG094144,2.22
Vicie,REG094145,2.39
Jenny,REG094146,3.28
Everett,REG094147,5.50
Jackie,REG094148,2.00
Dellie,REG094149,2.61
Mark,REG094150,4.18
Mamie,REG094151,5.86
Arrie,REG094152,2.89
Winfield,REG094153,3.14
Theodis,REG094154,1.87
Elfrieda,REG094155,2.31
Lannie,REG094156,2.12
Solon,REG094157,2.12
Phillip,REG094158,4.24
Tess,REG094159,2.39
Jerry,REG094160,4.60
Leah,REG094161,4.96
Virgil,REG094162,4.24
Melrose,REG094163,1.73
Zora,REG094164,3.89
Alden,REG094165,2.54
Marie,REG094166,6.54
Betsey,REG094167,1.73
Euel,REG094168,1.87
Orva,REG094169,1.87
Kimiko,REG094170,1.73
Verta,REG094171,1.87
Butler,REG094172,2.47
Hollie,REG094173,2.39
Laurel,REG094174,2.73
Blanche,REG094175,6.84
Florrie,REG094176,1.73
Bena,REG094177,1.87
Hennie,REG094178,2.12
Genoveva,REG094179,2.47
Jimmie,REG094180,3.42
Tinie,REG094181,1.73
Aquilla,REG094182,1.73
Arnold,REG094183,4.47
Ike,REG094184,3.81
Bilbo,REG094185,2.00
Pearl,REG094186,7.36
Flo,REG094187,2.39
Erna,REG094188,4.70
Penelope,REG094189,1.73
Marybelle,REG094190,2.00
Clyde,REG094191,5.70
Maie,REG094192,1.73
Keith,REG094193,1.87
Jasper,REG094194,4.04
Lella,REG094195,2.61
Zella,REG094196,4.52
Norma,REG094197,5.19
Eda,REG094198,3.34
Lorine,REG094199,3.60
Lambert,REG094200,2.22
Eulalie,REG094201,2.61
Noble,REG094202,3.58
Vara,REG094203,2.00
Wylie,REG094204,2.22
Lola,REG094205,6.10
Claribel,REG094206,2.84
Hilma,REG094207,3.53
Juluis,REG094208,1.73
Zetta,REG094209,2.00
Ammon,REG094210,1.87
Luna,REG094211,3.10
Darrell,REG094212,2.39
Eusebia,REG094213,2.00
Enrique,REG094214,2.84
Julius,REG094215,4.83
Cleona,REG094216,2.39
Jessie,REG094217,4.79
Humphrey,REG094218,1.87
Simon,REG094219,4.75
Eulalia,REG094220,2.67
Guadalupe,REG094221,2.12
Carter,REG094222,3.02
Lethia,REG094223,2.00
Luvenia,REG094224,1.87
Herbert,REG094225,1.73
Adah,REG094226,2.93
Rosetta,REG094227,3.97
Prince,REG094228,1.87
Arleen,REG094229,2.54
Tempie,REG094230,3.06
Margueritte,REG094231,1.73
Federico,REG094232,1.87
Bera,REG094233,1.87
Orange,REG094234,2.39
Odile,REG094235,2.73
Helena,REG094236,4.50
Leaner,REG094237,1.73
Eathel,REG094238,2.54
Bert,REG094239,2.31
Myrtle,REG094240,6.50
Son,REG094241,2.22
Reynold,REG094242,2.67
Marget,REG094243,1.73
Philomena,REG094244,2.31
Drucilla,REG094245,2.84
Hugh,REG094246,5.31
Ellis,REG094247,4.70
Violet,REG094248,6.82
Jules,REG094249,2.47
Vida,REG094250,3.91
Lillia,REG094251,2.00
Emile,REG094252,3.24
Collette,REG094253,1.73
Archie,REG094254,2.00
Ashley,REG094255,2.22
Celeste,REG094256,3.79
Lorene,REG094257,4.02
Dell,REG094258,2.22
Steve,REG094259,4.01
Angela,REG094260,4.33
Juana,REG094261,1.73
Rosanna,REG094262,3.34
Victoria,REG094263,5.42
Alphonso,REG094264,2.54
Mandy,REG094265,3.79
Smith,REG094266,2.54
Charles,REG094267,3.24
Arden,REG094268,2.78
Jeremiah,REG094269,3.62
Rilla,REG094270,3.34
Lady,REG094271,2.31
Tena,REG094272,3.77
Zenith,REG094273,1.73
Judith,REG094274,3.60
Todd,REG094275,1.73
Nelle,REG094276,4.04
Romie,REG094277,2.22
Pocahontas,REG094278,1.87
Louella,REG094279,3.73
Signa,REG094280,2.31
Lucinda,REG094281,4.48
Ellis,REG094282,2.00
Otha,REG094283,2.12
Pelagia,REG094284,1.73
Chester,REG094285,5.41
Mossie,REG094286,2.98
Van,REG094287,3.53
Leigh,REG094288,1.73
Jess,REG094289,4.57
Fread,REG094290,1.73
Ethan,REG094291,2.22
Linna,REG094292,1.73
Rosevelt,REG094293,3.21
Cleola,REG094294,2.12
Humphrey,REG094295,2.31
Alvera,REG094296,1.73
Sybil,REG094297,2.22
Tyree,REG094298,2.12
Pinkie,REG094299,3.94
Amy,REG094300,5.34
Gray,REG094301,1.87
Sol,REG094302,2.61
Beuna,REG094303,2.00
Chesley,REG094304,1.87
Mike,REG094305,4.02
Lenna,REG094306,2.93
India,REG094307,3.21
Chris,REG094308,3.64
Randolph,REG094309,3.48
Florida,REG094310,3.45
Roy,REG094311,6.65
Ferol,REG094312,2.00
Raul,REG094313,2.31
Morton,REG094314,2.31
Elta,REG094315,2.31
Eldon,REG094316,1.87
Hulda,REG094317,4.67
Wilford,REG094318,2.93
Leone,REG094319,1.73
Caldwell,REG094320,1.87
Erskine,REG094321,1.87
Ivey,REG094322,2.00
Hoyt,REG094323,2.47
Augusta,REG094324,5.20
Jennie,REG094325,6.81
Rosia,REG094326,3.14
Elzora,REG094327,2.22
Buddy,REG094328,1.73
Fletcher,REG094329,3.21
Nolan,REG094330,2.78
Tolbert,REG094331,1.73
Felipa,REG094332,2.00
Margretta,REG094333,1.73
Scott,REG094334,3.64
Chesley,REG094335,2.00
Sandy,REG094336,2.84
Mitchel,REG094337,1.73
Melva,REG094338,2.73
Dollie,REG094339,5.42
Netta,REG094340,1.87
Lona,REG094341,4.53
Leta,REG094342,4.30
Alverta,REG094343,2.22
Lina,REG094344,3.67
Fayette,REG094345,1.87
Delfina,REG094346,2.12
Nan,REG094347,3.69
Aubrey,REG094348,2.84
Smith,REG094349,2.84
Hardy,REG094350,3.06
Gustav,REG094351,3.06
Mildred,REG094352,2.61
Ernie,REG094353,2.00
Burnice,REG094354,1.87
Olaf,REG094355,2.12
Wilford,REG094356,2.67
Garrett,REG094357,2.67
Pearlie,REG094358,1.87
Rosabelle,REG094359,1.73
Rosella,REG094360,3.14
Edward,REG094361,7.83
Guadalupe,REG094362,4.37
Clement,REG094363,3.45
Letha,REG094364,5.10
Tomie,REG094365,1.87
Belma,REG094366,1.73
Seldon,REG094367,2.00
Manuel,REG094368,3.91
Madison,REG094369,2.78
Roxanna,REG094370,1.87
Lauretta,REG094371,3.77
Silvia,REG094372,2.47
Zula,REG094373,3.21
Delta,REG094374,2.47
Francis,REG094375,4.51
Pattie,REG094376,3.06
Lorraine,REG094377,1.73
Rosamond,REG094378,2.84
Garnet,REG094379,1.87
Medora,REG094380,2.12
Lynne,REG094381,2.22
Almeda,REG094382,3.21
Vara,REG094383,2.31
Valentine,REG094384,3.31
Aili,REG094385,2.93
Palmira,REG094386,1.87
Ward,REG094387,3.64
Hoyt,REG094388,2.22
Carie,REG094389,2.00
Ollie,REG094390,4.08
Billie,REG094391,2.98
Clayton,REG094392,4.16
Cleve,REG094393,2.98
Alean,REG094394,1.73
Unknown,REG094395,2.67
Hattie,REG094396,6.77
Clarabelle,REG094397,1.73
Chlora,REG094398,1.73
Linda,REG094399,4.41
Arvie,REG094400,1.87
Silvester,REG094401,2.47
William,REG094402,8.70
Gustava,REG094403,1.73
Lena,REG094404,6.31
Elma,REG094405,3.60
Rosana,REG094406,1.87
Iola,REG094407,4.66
Ludie,REG094408,3.71
Della,REG094409,6.21
Patience,REG094410,2.00
Wilfrid,REG094411,2.00
Blanchie,REG094412,2.39
Annis,REG094413,2.00
Stuart,REG094414,2.78
Verdie,REG094415,2.67
Olia,REG094416,1.73
Annabel,REG094417,2.89
Berdie,REG094418,2.98
Angele,REG094419,1.73
Priscilla,REG094420,4.59
Iola,REG094421,3.97
Pliny,REG094422,1.73
Sullivan,REG094423,2.12
Gerhard,REG094424,2.00
Chauncy,REG094425,1.73
Creed,REG094426,1.87
Santa,REG094427,1.87
Reynold,REG094428,2.00
Gaines,REG094429,1.73
Madeleine,REG094430,3.67
Richard,REG094431,1.87
Vander,REG094432,1.73
Levy,REG094433,2.00
Alice,REG094434,2.22
Fern,REG094435,4.47
Sheldon,REG094436,1.87
Elam,REG094437,1.87
Letta,REG094438,1.87
Clint,REG094439,2.84
Nettie,REG094440,6.08
Eligah,REG094441,2.00
Ewell,REG094442,2.12
Lovie,REG094443,1.87
Libby,REG094444,2.31
Stazie,REG094445,1.87
Elfrieda,REG094446,2.73
Rosia,REG094447,3.34
Lawson,REG094448,3.10
Lilliemae,REG094449,1.87
Rocco,REG094450,3.02
Johney,REG094451,1.73
Gladys,REG094452,2.47
Orange,REG094453,1.87
Jennie,REG094454,2.00
Cal,REG094455,1.87
Ava,REG094456,3.86
Adaline,REG094457,2.89
Eudora,REG094458,2.84
Omie,REG094459,2.31
Sophie,REG094460,5.53
Ivey,REG094461,2.12
Handy,REG094462,1.87
Hortense,REG094463,3.77
Manilla,REG094464,2.39
Mabelle,REG094465,3.64
Molly,REG094466,3.81
Domingo,REG094467,1.87
Redden,REG094468,1.87
Mila,REG094469,1.73
Jesse,REG094470,1.87
Morton,REG094471,2.73
Duke,REG094472,2.00
Washington,REG094473,3.17
Lester,REG094474,5.77
Gladys,REG094475,4.37
Tracy,REG094476,2.12
Hanna,REG094477,3.17
Roger,REG094478,3.55
Shelly,REG094479,1.87
Vallie,REG094480,3.21
Cordelia,REG094481,3.77
Orvin,REG094482,1.87
Posey,REG094483,1.87
Hurley,REG094484,2.31
Eligah,REG094485,2.00
Steve,REG094486,4.21
Susan,REG094487,5.76
Elvire,REG094488,1.73
Cornelia,REG094489,4.75
Alpha,REG094490,3.21
Florida,REG094491,3.75
Wylma,REG094492,2.00
Genevie,REG094493,1.87
Felma,REG094494,1.73
Milo,REG094495,2.73
Alleen,REG094496,1.87
Birdella,REG094497,1.73
Evah,REG094498,1.87
Ivy,REG094499,4.17
Rutha,REG094500,2.31
Duff,REG094501,1.73
Murphy,REG094502,1.73
Mack,REG094503,4.42
Ova,REG094504,2.98
Orie,REG094505,1.73
Ola,REG094506,1.73
Hurley,REG094507,2.39
Ewell,REG094508,2.61
Porfirio,REG094509,2.12
Katheryn,REG094510,3.24
Gabriel,REG094511,2.22
Georgie,REG094512,4.26
Loney,REG094513,1.87
Butler,REG094514,2.22
Lorain,REG094515,1.87
Morton,REG094516,2.12
Averil,REG094517,2.00
Jake,REG094518,4.59
Willa,REG094519,3.34
Reginald,REG094520,3.89
Franklin,REG094521,4.94
Samantha,REG094522,2.98
Reginald,REG094523,3.10
Vivian,REG094524,5.29
Annamae,REG094525,2.12
Herminia,REG094526,2.47
Lawrence,REG094527,6.16
Byrdie,REG094528,1.73
Dee,REG094529,3.10
Herschell,REG094530,1.73
Louis,REG094531,2.22
Allan,REG094532,3.31
Overton,REG094533,1.87
Rosevelt,REG094534,3.28
Ann,REG094535,5.96
Alba,REG094536,2.39
Gerrit,REG094537,2.00
Jacqueline,REG094538,3.10
Jeff,REG094539,4.09
Curt,REG094540,1.87
Margaretha,REG094541,1.73
Carrie,REG094542,6.96
Merrel,REG094543,1.87
Thornton,REG094544,2.54
Queenie,REG094545,2.39
Salvador,REG094546,2.39
Agnes,REG094547,1.87
Glada,REG094548,1.73
Dayton,REG094549,2.00
Blenda,REG094550,1.87
Arlie,REG094551,3.02
Katherine,REG094552,6.44
Tilda,REG094553,2.73
Sudie,REG094554,3.73
Natalie,REG094555,5.21
Albertina,REG094556,1.73
Lillia,REG094557,1.87
Loree,REG094558,2.12
Candelaria,REG094559,2.31
Essie,REG094560,4.91
Hubert,REG094561,5.05
Blanch,REG094562,4.06
Parthenia,REG094563,2.00
Pheba,REG094564,1.73
Athena,REG094565,1.73
Mazie,REG094566,4.15
Birda,REG094567,1.73
Estie,REG094568,1.73
Idelia,REG094569,1.87
Morton,REG094570,1.87
Orie,REG094571,2.22
Reinhold,REG094572,2.31
Lawerence,REG094573,1.73
Madge,REG094574,4.95
Robert,REG094575,3.24
Jesse,REG094576,1.73
Nathan,REG094577,4.94
Seth,REG094578,2.67
Lucien,REG094579,3.02
Anthony,REG094580,4.79
Dixie,REG094581,3.37
Fabiola,REG094582,2.12
Dayton,REG094583,1.87
Teckla,REG094584,2.12
Gregorio,REG094585,1.73
Ader,REG094586,2.00
Ford,REG094587,2.22
Huldah,REG094588,2.47
Forest,REG094589,3.94
Gary,REG094590,2.00
Leonia,REG094591,1.73
Golda,REG094592,3.37
Bruno,REG094593,2.54
Melissa,REG094594,3.42
Felix,REG094595,4.45
Hammond,REG094596,2.00
Flavia,REG094597,1.73
Kathern,REG094598,2.39
Elam,REG094599,1.87
Sara,REG094600,5.42
Saul,REG094601,3.06
Astrid,REG094602,2.84
Alonzo,REG094603,4.06
Virgil,REG094604,2.61
Carroll,REG094605,4.33
Rosevelt,REG094606,3.45
Sandy,REG094607,2.93
Curley,REG094608,2.31
Muriel,REG094609,2.00
Merlin,REG094610,2.12
Orvel,REG094611,1.87
Tosca,REG094612,1.87
Assunta,REG094613,2.39
Ardelia,REG094614,1.73
Seymour,REG094615,2.00
Eva,REG094616,7.21
Stanford,REG094617,2.54
Elige,REG094618,1.87
Doshia,REG094619,2.73
Marcus,REG094620,3.55
Caddie,REG094621,1.73
Rupert,REG094622,2.22
June,REG094623,4.56
Alda,REG094624,3.06
Onalee,REG094625,2.00
Neita,REG094626,1.73
Zona,REG094627,2.22
French,REG094628,2.31
Reid,REG094629,2.12
Roland,REG094630,3.64
Alphonso,REG094631,1.73
Nathaniel,REG094632,3.93
Perle,REG094633,1.73
Norbert,REG094634,3.88
Lucille,REG094635,7.62
Lynn,REG094636,3.21
Mettie,REG094637,2.54
Ione,REG094638,4.33
Lou,REG094639,4.69
Meta,REG094640,4.50
Ruth,REG094641,8.08
Halley,REG094642,1.73
Alvis,REG094643,2.54
Annie,REG094644,2.67
Marietta,REG094645,2.67
Annis,REG094646,3.14
Lillian,REG094647,6.91
Alma,REG094648,6.87
Macie,REG094649,1.87
Magdalene,REG094650,2.89
Cordie,REG094651,3.42
Cathryn,REG094652,2.61
Myra,REG094653,4.58
Nolie,REG094654,2.00
Otie,REG094655,1.87
Sular,REG094656,1.73
Santa,REG094657,1.73
Roll,REG094658,1.73
Honora,REG094659,2.39
Harlow,REG094660,1.73
Joe,REG094661,6.68
Gustave,REG094662,3.67
Zack,REG094663,2.78
Octavia,REG094664,3.31
Thressa,REG094665,1.87
Marie,REG094666,7.96
Shirley,REG094667,4.54
Benjamin,REG094668,5.95
Una,REG094669,3.73
Launa,REG094670,1.87
Gena,REG094671,2.12
Caroline,REG094672,5.87
Frank,REG094673,2.78
Burnice,REG094674,2.61
Lillian,REG094675,2.67
Doyle,REG094676,2.31
Evelyn,REG094677,2.61
Jere,REG094678,1.73
Lillian,REG094679,2.22
Veola,REG094680,2.22
Colleen,REG094681,2.22
Beth,REG094682,3.10
Laurine,REG094683,2.39
Max,REG094684,4.05
Cinda,REG094685,1.87
Donna,REG094686,3.67
Inda,REG094687,2.22
Rube,REG094688,1.87
Van,REG094689,1.73
Anthony,REG094690,5.82
Glen,REG094691,3.10
Verna,REG094692,5.12
Lomie,REG094693,1.73
Florian,REG094694,1.87
Veta,REG094695,2.54
Laveta,REG094696,1.87
Ola,REG094697,1.73
Paris,REG094698,2.61
Vivian,REG094699,2.00
Mafalda,REG094700,2.00
Debbie,REG094701,2.39
Gaston,REG094702,2.39
Johnny,REG094703,2.54
Doctor,REG094704,2.12
Eddie,REG094705,5.37
Ray,REG094706,3.24
Idell,REG094707,3.42
Esta,REG094708,3.24
Mozella,REG094709,2.39
Vena,REG094710,3.34
Hurley,REG094711,2.31
Andy,REG094712,3.53
Crissie,REG094713,2.00
Eudora,REG094714,2.47
Mitzi,REG094715,2.00
Evans,REG094716,2.12
Cara,REG094717,2.39
Ward,REG094718,3.79
Winfred,REG094719,2.47
Ivery,REG094720,2.22
Sophronia,REG094721,2.39
Viva,REG094722,2.22
Julius,REG094723,4.94
Dicy,REG094724,2.22
Penelope,REG094725,1.73
Rena,REG094726,5.26
Tracy,REG094727,2.67
Allison,REG094728,1.87
Bueford,REG094729,1.73
Fount,REG094730,1.73
Lenwood,REG094731,1.87
Gunda,REG094732,2.12
Lucy,REG094733,6.42
Captain,REG094734,1.73
Ludwig,REG094735,2.73
Paula,REG094736,4.33
Ursula,REG094737,3.60
Rita,REG094738,4.97
Obed,REG094739,1.87
Sudie,REG094740,3.71
Prince,REG094741,3.31
Elodie,REG094742,1.73
Rosetta,REG094743,4.11
Johnie,REG094744,2.67
Clair,REG094745,2.00
Odessie,REG094746,2.00
Lelia,REG094747,4.76
Leigh,REG094748,2.12
Bonnie,REG094749,2.39
Jim,REG094750,1.73
Lige,REG094751,2.67
Arline,REG094752,3.17
Sibbie,REG094753,2.12
Vance,REG094754,3.06
Alphonse,REG094755,2.61
Thompson,REG094756,1.87
Emilie,REG094757,3.93
Manley,REG094758,2.00
Forest,REG094759,1.73
Marta,REG094760,2.12
Santos,REG094761,1.73
Elmer,REG094762,6.31
Flavia,REG094763,2.31
Maudie,REG094764,4.85
Isreal,REG094765,1.87
Alvin,REG094766,5.35
Jose,REG094767,5.07
Maryalice,REG094768,1.73
Menno,REG094769,1.73
Vertie,REG094770,3.02
Leonore,REG094771,1.73
Mabelle,REG094772,3.93
Hal,REG094773,2.89
Lelah,REG094774,3.10
Leva,REG094775,2.61
Pauline,REG094776,5.34
Elisabeth,REG094777,4.05
Preston,REG094778,3.93
Mearl,REG094779,1.87
Milburn,REG094780,1.87
Cordie,REG094781,2.98
Metta,REG094782,2.12
Jason,REG094783,3.14
Ova,REG094784,2.84
Ashley,REG094785,2.00
Nell,REG094786,5.31
Ella,REG094787,7.17
Clint,REG094788,2.67
Arkie,REG094789,1.87
Sanford,REG094790,3.17
Norman,REG094791,4.91
Teresa,REG094792,5.15
Doris,REG094793,6.45
Ionia,REG094794,1.73
Rowland,REG094795,2.47
Watson,REG094796,1.73
Eben,REG094797,1.87
Crawford,REG094798,2.47
Liston,REG094799,1.87
Marcellus,REG094800,2.22
Mike,REG094801,3.67
Ottie,REG094802,2.98
Edmund,REG094803,4.18
Roslyn,REG094804,2.31
Barry,REG094805,2.67
Talmage,REG094806,2.54
Melva,REG094807,3.91
Rodger,REG094808,1.73
Jonah,REG094809,2.12
Robina,REG094810,1.73
Lafayette,REG094811,2.84
Carlos,REG094812,4.09
Bee,REG094813,2.47
Millicent,REG094814,3.21
Roosevelt,REG094815,5.21
Susie,REG094816,6.26
Jane,REG094817,6.05
Estel,REG094818,2.54
Aubrey,REG094819,1.87
Collie,REG094820,1.73
Sherman,REG094821,4.18
Malvina,REG094822,3.02
Vivian,REG094823,2.47
Earl,REG094824,2.73
Shirley,REG094825,2.61
Veronica,REG094826,3.28
Emeline,REG094827,2.93
Lyle,REG094828,2.31
Cordell,REG094829,1.87
Ivor,REG094830,2.00
Bartholomew,REG094831,2.12
Adolfo,REG094832,1.87
Foy,REG094833,2.22
Edie,REG094834,1.73
Lorita,REG094835,1.73
Eveline,REG094836,2.39
Anthony,REG094837,4.85
Cliff,REG094838,2.54
George,REG094839,8.14
Frank,REG094840,7.93
Joe,REG094841,2.47
Cornelia,REG094842,4.55
Louisa,REG094843,4.75
Victoria,REG094844,4.91
Myron,REG094845,4.48
Tennessee,REG094846,1.73
Dulcie,REG094847,2.93
Alvis,REG094848,2.39
Prentice,REG094849,1.87
Chalmers,REG094850,1.73
Gail,REG094851,3.34
Reuben,REG094852,4.28
Exie,REG094853,2.39
Orelia,REG094854,2.22
Erna,REG094855,4.96
Stacy,REG094856,2.31
Murphy,REG094857,2.39
Foy,REG094858,2.12
Alverta,REG094859,1.87
Silvio,REG094860,1.87
Albina,REG094861,3.82
Iver,REG094862,1.87
Caldonia,REG094863,1.87
Jaunita,REG094864,3.17
Melton,REG094865,2.54
Erven,REG094866,1.73
Dean,REG094867,2.54
Wm,REG094868,3.02
Lavone,REG094869,1.73
Emmitt,REG094870,2.00
Hazel,REG094871,5.84
Marzella,REG094872,2.12
Edythe,REG094873,4.12
Ora,REG094874,4.04
Paris,REG094875,2.47
Verma,REG094876,2.22
Pratt,REG094877,1.87
Nels,REG094878,2.61
Patsy,REG094879,3.02
Loyce,REG094880,2.73
Simmie,REG094881,1.87
Arra,REG094882,2.00
Girlee,REG094883,1.73
Zelpha,REG094884,1.87
Orene,REG094885,1.87
Lenzy,REG094886,1.73
Burma,REG094887,1.73
Jethro,REG094888,2.31
Emery,REG094889,3.31
Hortense,REG094890,2.73
Hilma,REG094891,3.60
Victoria,REG094892,5.83
Ethelbert,REG094893,1.73
Isabel,REG094894,5.65
Cornelia,REG094895,4.43
Isadore,REG094896,2.31
Hudson,REG094897,2.31
Verne,REG094898,2.93
Stephan,REG094899,1.87
Lavern,REG094900,2.12
Garland,REG094901,2.39
Vance,REG094902,2.54
Jule,REG094903,1.73
Elbridge,REG094904,1.87
Lella,REG094905,2.39
Leva,REG094906,2.22
Wilson,REG094907,3.64
Buena,REG094908,2.12
Gudrun,REG094909,1.87
Wilber,REG094910,2.61
Wong,REG094911,2.47
Gerald,REG094912,4.84
Adolphus,REG094913,2.98
Wadie,REG094914,1.87
Nellie,REG094915,2.00
Ima,REG094916,3.79
Mike,REG094917,4.60
Estell,REG094918,3.06
Eugenia,REG094919,4.56
Rhetta,REG094920,1.73
Eva,REG094921,7.15
Michela,REG094922,1.73
Carolina,REG094923,3.06
Forrest,REG094924,4.05
Elsworth,REG094925,1.87
Rollo,REG094926,2.00
Chesley,REG094927,2.12
Lisle,REG094928,1.73
Madalene,REG094929,1.87
Brooks,REG094930,2.12
Aune,REG094931,2.78
Gilmer,REG094932,1.87
Estelle,REG094933,4.61
Versie,REG094934,3.53
Minna,REG094935,3.34
Ottie,REG094936,2.84
Lurline,REG094937,2.39
Burley,REG094938,2.22
Pat,REG094939,3.24
Veola,REG094940,1.73
Joseph,REG094941,2.00
Anastasia,REG094942,2.39
Darrell,REG094943,1.73
Amada,REG094944,1.87
Samantha,REG094945,2.84
Virgie,REG094946,3.60
Edith,REG094947,2.00
Eleanore,REG094948,2.12
Buster,REG094949,2.67
Vela,REG094950,2.00
